blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,Address,Latitude,Longitude
162,MEI LING ST,12,1969,Y,Y,N,N,N,N,QT,100,0,0,100,0,0,0,0,0,0,0,0,0,162 MEI LING ST,1.39540188419358,103.903397561036
162,SIMEI RD,11,1988,Y,N,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,162 SIMEI RD,1.2738835418848,103.839003328569
162,TAMPINES ST 12,11,1983,Y,N,N,Y,N,N,TAP,80,0,0,0,12,68,0,0,0,0,0,0,0,162 TAMPINES ST 12,1.32723388955932,103.922217484759
162,WOODLANDS ST 13,10,1984,Y,Y,N,N,N,N,WL,108,0,0,0,20,88,0,0,0,0,0,0,0,162 WOODLANDS ST 13,1.30783587059427,103.783635854778
162,YUNG PING RD,18,1995,Y,N,N,N,N,N,JW,65,0,0,0,0,0,65,0,0,0,0,0,0,162 YUNG PING RD,1.31143852315951,103.788298892377
162A,PUNGGOL CTRL,19,2003,Y,N,N,N,N,N,PG,99,0,0,0,37,62,0,0,0,0,0,0,0,162A PUNGGOL CTRL,1.36378961600309,103.891813266061
162A,RIVERVALE CRES,18,2015,Y,N,N,N,N,N,SK,102,0,0,0,68,34,0,0,0,0,0,0,0,162A RIVERVALE CRES,1.32760704104366,103.859860478714
162B,PUNGGOL CTRL,19,2002,Y,N,N,N,N,N,PG,99,0,0,0,37,62,0,0,0,0,0,0,0,162B PUNGGOL CTRL,1.2855704164404,103.826276204595
162B,RIVERVALE CRES,18,2015,Y,N,N,N,N,N,SK,102,0,0,0,68,34,0,0,0,0,0,0,0,162B RIVERVALE CRES,1.33464636166187,103.880994623053
162C,RIVERVALE CRES,18,2015,Y,N,N,N,N,N,SK,102,0,0,0,34,68,0,0,0,0,0,0,0,162C RIVERVALE CRES,1.28549378363945,103.832599980169
163,ANG MO KIO AVE 4,4,1981,Y,Y,N,N,N,N,AMK,84,0,0,84,0,0,0,0,0,0,0,0,0,163 ANG MO KIO AVE 4,1.30452210196584,103.915054010998
163,BEDOK STH RD,13,1984,Y,Y,N,N,N,N,BD,96,0,0,0,96,0,0,0,0,0,0,0,0,163 BEDOK STH RD,1.44328204285332,103.777294228046
163,BISHAN ST 13,22,1987,Y,N,N,N,N,N,BH,98,0,0,0,4,94,0,0,0,0,0,0,0,163 BISHAN ST 13,1.29238272764571,103.800196306719
163,BT BATOK ST 11,13,1983,Y,N,N,Y,N,N,BB,120,0,0,72,48,0,0,0,0,0,0,0,0,163 BT BATOK ST 11,1.3244455415621,103.8626105247
163,GANGSA RD,25,1997,Y,N,N,N,N,N,BP,96,0,0,0,48,48,0,0,0,0,0,0,0,163 GANGSA RD,1.33996269630769,103.77389767866
163,JLN TECK WHYE,22,1997,Y,N,N,Y,N,N,CCK,88,0,0,0,0,0,88,0,0,0,0,0,0,163 JLN TECK WHYE,1.35055492734245,103.852044535915
163,LOR 1 TOA PAYOH,12,1972,Y,Y,N,N,N,N,TP,131,0,0,130,0,1,0,0,0,0,0,0,0,163 LOR 1 TOA PAYOH,1.3453856199951,103.746045480153
163,SIMEI RD,11,1988,Y,N,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,163 SIMEI RD,1.36552479300537,103.958657337254
163,STIRLING RD,12,1969,Y,Y,N,N,N,N,QT,100,0,0,96,0,3,0,0,0,0,0,1,0,163 STIRLING RD,1.39924142015378,103.910054264326
163,TAMPINES ST 12,11,1983,Y,N,N,Y,N,N,TAP,120,0,0,0,120,0,0,0,0,0,0,0,0,163 TAMPINES ST 12,1.39508286035406,103.902774420891
163,WOODLANDS ST 13,4,1984,Y,N,N,N,N,N,WL,16,0,0,8,8,0,0,0,0,0,0,0,0,163 WOODLANDS ST 13,1.39415593015611,103.902375946247
163,YUNG PING RD,19,1995,Y,Y,N,N,N,N,JW,90,0,0,0,0,0,90,0,0,0,0,0,0,163 YUNG PING RD,1.35054161207715,103.851371061032
163A,PUNGGOL CTRL,19,2003,Y,N,N,Y,N,N,PG,98,0,0,0,36,62,0,0,0,0,0,0,0,163A PUNGGOL CTRL,1.34551716408486,103.745348433929
163A,RIVERVALE CRES,18,2015,Y,N,N,N,N,N,SK,102,0,0,0,34,68,0,0,0,0,0,0,0,163A RIVERVALE CRES,1.33189327620475,103.851025403234
163B,PUNGGOL CTRL,19,2003,Y,N,N,N,N,N,PG,98,0,0,0,36,62,0,0,0,0,0,0,0,163B PUNGGOL CTRL,1.39374008288861,103.903484775847
163B,RIVERVALE CRES,18,2015,Y,N,N,N,N,N,SK,68,0,0,0,34,34,0,0,0,0,0,0,0,163B RIVERVALE CRES,1.39463128197571,103.903902960834
163C,RIVERVALE CRES,18,2015,Y,N,N,N,N,N,SK,102,0,0,34,68,0,0,0,0,0,0,0,0,163C RIVERVALE CRES,1.34897431725156,103.851306462341
164,BEDOK STH RD,12,1985,Y,N,N,N,N,N,BD,88,0,0,0,48,40,0,0,0,0,0,0,0,164 BEDOK STH RD,1.34559235229949,103.744789363152
164,BISHAN ST 13,22,1987,Y,Y,N,N,N,N,BH,114,0,0,0,12,102,0,0,0,0,0,0,0,164 BISHAN ST 13,1.36624733354053,103.959056947733
164,BT MERAH CTRL,4,1980,Y,Y,N,N,N,N,BM,3,0,0,3,0,0,0,0,0,0,0,0,0,164 BT MERAH CTRL,1.39977092552222,103.90951433139
164,BT BATOK ST 11,13,1984,Y,Y,N,N,N,N,BB,130,0,0,77,51,0,2,0,0,0,0,0,0,164 BT BATOK ST 11,1.39432549389416,103.90346799803
164,GANGSA RD,25,1997,Y,N,N,N,N,N,BP,96,0,0,0,48,48,0,0,0,0,0,0,0,164 GANGSA RD,1.39421976611946,103.903053742835
164,JLN TECK WHYE,22,1997,Y,N,N,N,N,N,CCK,90,0,0,0,0,0,90,0,0,0,0,0,0,164 JLN TECK WHYE,1.39463674854545,103.902948600159
164,SIMEI RD,11,1988,Y,N,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,164 SIMEI RD,1.3999679293622,103.90901300279
164,STIRLING RD,12,1969,Y,Y,N,N,N,N,QT,104,0,0,101,0,3,0,0,0,0,0,0,0,164 STIRLING RD,1.33159005591995,103.851295104405
164,TAMPINES ST 12,11,1983,Y,Y,N,N,N,N,TAP,153,0,0,47,106,0,0,0,0,0,0,0,0,164 TAMPINES ST 12,1.36605107630216,103.959389712733
164,WOODLANDS ST 13,4,1984,Y,N,N,N,N,N,WL,16,0,0,8,8,0,0,0,0,0,0,0,0,164 WOODLANDS ST 13,1.39362832387672,103.901775022803
164A,RIVERVALE CRES,18,2015,Y,N,N,N,N,N,SK,102,0,0,0,51,51,0,0,0,0,0,0,0,164A RIVERVALE CRES,1.33093933675526,103.858181909317
164A,YUNG KUANG RD,19,2017,Y,N,N,N,N,N,JW,72,0,0,0,36,36,0,0,0,0,0,0,0,164A YUNG KUANG RD,1.39260955810937,103.901592560709
164B,RIVERVALE CRES,18,2015,Y,N,N,N,N,N,SK,102,0,0,68,34,0,0,0,0,0,0,0,0,164B RIVERVALE CRES,1.34468050128788,103.7455138661
164C,RIVERVALE CRES,18,2015,Y,N,N,N,N,N,SK,102,0,0,0,34,68,0,0,0,0,0,0,0,164C RIVERVALE CRES,1.34513283900191,103.744861953262
165,BEDOK STH RD,12,1984,Y,Y,N,N,N,N,BD,110,0,0,0,110,0,0,0,0,0,0,0,0,165 BEDOK STH RD,1.3483624977313,103.850897052933
165,BISHAN ST 13,22,1987,Y,N,N,N,N,N,BH,114,0,0,0,12,102,0,0,0,0,0,0,0,165 BISHAN ST 13,1.33029303390833,103.859165821409
165,BT MERAH CTRL,8,1980,Y,Y,N,N,N,N,BM,4,0,0,3,1,0,0,0,0,0,0,0,0,165 BT MERAH CTRL,1.36639650930501,103.960047020433
165,BT BATOK WEST AVE 8,10,1984,Y,N,N,Y,N,N,BB,130,0,0,0,130,0,0,0,0,0,0,0,0,165 BT BATOK WEST AVE 8,1.39282417800809,103.902400185088
165,GANGSA RD,25,1997,Y,N,N,N,N,N,BP,143,0,0,0,71,72,0,0,0,0,0,0,0,165 GANGSA RD,1.40138691564121,103.90608123416
165,HOUGANG AVE 1,13,1996,Y,N,N,Y,N,N,HG,132,0,0,0,132,0,0,0,0,0,0,0,0,165 HOUGANG AVE 1,1.40137201164347,103.906485652921
165,SIMEI RD,11,1988,Y,N,N,Y,N,N,TAP,120,0,0,0,68,52,0,0,0,0,0,0,0,165 SIMEI RD,1.40108342244949,103.90676696931
165,STIRLING RD,12,1970,Y,N,N,N,N,N,QT,107,0,0,104,0,3,0,0,0,0,0,0,0,165 STIRLING RD,1.40136794497508,103.907095963037
165,TAMPINES ST 12,11,1983,Y,N,N,N,N,N,TAP,100,0,0,0,16,84,0,0,0,0,0,0,0,165 TAMPINES ST 12,1.40171799238214,103.907177256788
165,WOODLANDS ST 13,10,1984,Y,Y,N,N,N,N,WL,90,0,0,0,16,74,0,0,0,0,0,0,0,165 WOODLANDS ST 13,1.33130492413517,103.859019241044
165,YISHUN RING RD,13,1986,Y,N,N,N,N,N,YS,123,0,0,72,50,1,0,0,0,0,0,0,0,165 YISHUN RING RD,1.36613863438204,103.960336632262
165A,PUNGGOL CTRL,19,2003,Y,N,N,N,N,N,PG,109,0,0,0,37,72,0,0,0,0,0,0,0,165A PUNGGOL CTRL,1.34290239942022,103.713939473716
165A,YUNG KUANG RD,20,2017,Y,Y,N,N,N,N,JW,76,0,0,0,38,38,0,0,0,0,0,0,0,165A YUNG KUANG RD,1.34278860969526,103.714301445473
165B,PUNGGOL CTRL,19,2003,Y,N,N,N,N,N,PG,109,0,0,0,37,72,0,0,0,0,0,0,0,165B PUNGGOL CTRL,1.39900711138631,103.906990550255
165B,YUNG KUANG RD,20,2017,Y,N,N,N,N,N,JW,114,0,0,0,76,38,0,0,0,0,0,0,0,165B YUNG KUANG RD,1.39927958510349,103.907497649822
166,BEDOK STH AVE 3,13,1984,Y,N,N,N,N,N,BD,96,0,0,0,96,0,0,0,0,0,0,0,0,166 BEDOK STH AVE 3,1.39966081419517,103.907234511303
166,BISHAN ST 13,9,1987,Y,N,N,N,N,N,BH,104,0,0,0,64,40,0,0,0,0,0,0,0,166 BISHAN ST 13,1.34910117325148,103.85071054062
166,BT BATOK WEST AVE 8,4,1984,Y,Y,N,N,N,N,BB,18,0,0,15,3,0,0,0,0,0,0,0,0,166 BT BATOK WEST AVE 8,1.36640299690077,103.960738659652
166,GANGSA RD,23,1997,Y,N,N,N,N,N,BP,160,0,0,0,93,67,0,0,0,0,0,0,0,166 GANGSA RD,1.3441061022632,103.713719208827
166,HOUGANG AVE 1,14,1996,Y,N,N,N,N,N,HG,145,0,0,0,93,52,0,0,0,0,0,0,0,166 HOUGANG AVE 1,1.39977425428162,103.906849841015
166,STIRLING RD,12,1970,Y,N,N,Y,N,N,QT,107,0,0,103,0,3,0,0,0,0,0,1,0,166 STIRLING RD,1.34340319524201,103.713686073692
166,TAMPINES ST 12,8,1983,Y,N,N,Y,N,N,TAP,102,0,0,0,102,0,0,0,0,0,0,0,0,166 TAMPINES ST 12,1.34360788485586,103.713869400316
166,WOODLANDS ST 13,5,1984,Y,Y,N,N,N,N,WL,43,0,0,38,5,0,0,0,0,0,0,0,0,166 WOODLANDS ST 13,1.36697256341726,103.960009214113
166,YISHUN RING RD,12,1986,Y,N,N,Y,N,N,YS,132,0,0,0,92,40,0,0,0,0,0,0,0,166 YISHUN RING RD,1.3437063240188,103.714484938377
166A,PUNGGOL CTRL,19,2003,Y,N,N,N,N,N,PG,99,0,0,0,37,62,0,0,0,0,0,0,0,166A PUNGGOL CTRL,1.39977299599902,103.906001152235
166A,TECK WHYE CRES,24,2013,Y,N,N,N,N,N,CCK,149,0,84,65,0,0,0,0,0,0,0,0,0,166A TECK WHYE CRES,1.39996997980383,103.9057511815
166A,YUNG KUANG RD,20,2017,Y,N,N,Y,N,N,JW,152,0,0,0,76,76,0,0,0,0,0,0,0,166A YUNG KUANG RD,1.40064708187083,103.906006617712
166B,PUNGGOL CTRL,19,2003,Y,N,N,N,N,N,PG,99,0,0,0,37,62,0,0,0,0,0,0,0,166B PUNGGOL CTRL,1.40045544227107,103.906207948142
166B,TECK WHYE CRES,20,2013,Y,N,N,N,N,N,CCK,133,0,76,57,0,0,0,0,0,0,0,0,0,166B TECK WHYE CRES,1.39095080532715,103.975186005326
166B,YUNG KUANG RD,20,2017,Y,N,N,N,N,N,JW,114,0,0,0,76,38,0,0,0,0,0,0,0,166B YUNG KUANG RD,1.32130118793544,103.933299574181
167,BEDOK STH AVE 3,13,1985,Y,N,N,Y,N,N,BD,72,0,0,0,0,0,72,0,0,0,0,0,0,167 BEDOK STH AVE 3,1.32681005570681,103.922775477106
167,BISHAN ST 13,9,1987,Y,N,N,Y,N,N,BH,104,0,0,0,64,40,0,0,0,0,0,0,0,167 BISHAN ST 13,1.29173412228908,103.82802613443
167,BT BATOK WEST AVE 8,8,1984,Y,N,N,Y,N,N,BB,83,0,0,54,28,0,1,0,0,0,0,0,0,167 BT BATOK WEST AVE 8,1.30310343884227,103.782905027596
167,HOUGANG AVE 1,14,1996,Y,N,N,N,N,N,HG,145,0,0,0,93,52,0,0,0,0,0,0,0,167 HOUGANG AVE 1,1.27741630337522,103.839330846341
167,PETIR RD,24,1997,Y,N,N,Y,N,N,BP,172,0,0,0,103,69,0,0,0,0,0,0,0,167 PETIR RD,1.31229349318871,103.897692815712
167,STIRLING RD,12,1970,Y,N,N,N,N,N,QT,144,0,0,143,0,0,0,0,0,0,0,1,0,167 STIRLING RD,1.30315437968651,103.883912023247
167,WOODLANDS ST 11,5,1984,Y,Y,N,N,N,N,WL,17,0,0,2,1,6,8,0,0,0,0,0,0,167 WOODLANDS ST 11,1.2866292132996,103.80686187976
167,YISHUN RING RD,12,1986,Y,N,N,N,N,N,YS,114,0,0,0,74,40,0,0,0,0,0,0,0,167 YISHUN RING RD,1.28728822015938,103.831873006286
167A,PUNGGOL EAST,18,2007,Y,N,N,N,N,N,PG,85,0,0,0,85,0,0,0,0,0,0,0,0,167A PUNGGOL EAST,1.35060795612848,103.875680063863
167A,SIMEI LANE,12,2011,Y,N,N,N,N,N,TAP,60,0,0,0,0,60,0,0,0,0,0,0,0,167A SIMEI LANE,1.3044676150311,103.918174087572
167B,PUNGGOL EAST,18,2007,Y,N,N,N,N,N,PG,68,0,0,0,68,0,0,0,0,0,0,0,0,167B PUNGGOL EAST,1.43993828758599,103.776694750398
167B,SIMEI LANE,12,2011,Y,N,N,N,N,N,TAP,40,0,0,0,20,20,0,0,0,0,0,0,0,167B SIMEI LANE,1.32280086346268,103.811023492628
167C,PUNGGOL EAST,18,2007,Y,N,N,N,N,N,PG,68,0,0,0,68,0,0,0,0,0,0,0,0,167C PUNGGOL EAST,1.3234256745592,103.860686612229
167C,SIMEI LANE,12,2011,Y,N,N,N,N,N,TAP,40,0,0,0,20,20,0,0,0,0,0,0,0,167C SIMEI LANE,1.38194642527068,103.751888178683
167D,PUNGGOL EAST,18,2007,Y,N,N,N,N,N,PG,68,0,0,0,68,0,0,0,0,0,0,0,0,167D PUNGGOL EAST,1.27523683085708,103.842605335418
167D,SIMEI LANE,12,2011,Y,N,N,N,N,N,TAP,40,0,0,0,20,20,0,0,0,0,0,0,0,167D SIMEI LANE,1.33917480423577,103.775341419034
168,BEDOK STH AVE 3,4,1985,Y,Y,N,N,N,N,BD,19,0,0,14,5,0,0,0,0,0,0,0,0,168 BEDOK STH AVE 3,1.33398953306499,103.878963482772
168,BISHAN ST 13,21,1986,Y,N,N,N,N,N,BH,76,0,0,0,0,68,8,0,0,0,0,0,0,168 BISHAN ST 13,1.28652962097246,103.833163087554
168,BT BATOK WEST AVE 8,8,1984,Y,N,N,Y,N,N,BB,83,0,0,54,28,0,1,0,0,0,0,0,0,168 BT BATOK WEST AVE 8,1.31699648623217,103.897748935672
168,HOUGANG AVE 1,15,1996,Y,N,N,N,N,N,HG,98,0,0,0,70,28,0,0,0,0,0,0,0,168 HOUGANG AVE 1,1.31373844065373,103.871903293488
168,LOR 1 TOA PAYOH,12,1972,Y,Y,N,N,N,N,TP,122,0,0,120,0,2,0,0,0,0,0,0,0,168 LOR 1 TOA PAYOH,1.31361422747897,103.871604373826
168,PETIR RD,25,1997,Y,N,N,N,N,N,BP,96,0,0,0,48,48,0,0,0,0,0,0,0,168 PETIR RD,1.2868576787328,103.832845909249
168,STIRLING RD,12,1970,Y,N,N,N,N,N,QT,144,0,0,144,0,0,0,0,0,0,0,0,0,168 STIRLING RD,1.31757124294126,103.898647745081
168,WOODLANDS ST 11,10,1984,Y,Y,N,N,N,N,WL,130,0,0,0,56,74,0,0,0,0,0,0,0,168 WOODLANDS ST 11,1.31307927671737,103.872380169741
168A,PUNGGOL EAST,18,2007,Y,N,N,N,N,N,PG,68,0,0,0,68,0,0,0,0,0,0,0,0,168A PUNGGOL EAST,1.33083095249698,103.887507765547
168A,QUEENSWAY,20,1973,Y,Y,N,N,N,N,QT,228,0,0,0,228,0,0,0,0,0,0,0,0,168A QUEENSWAY,1.31814242416478,103.93186323479
168A,SIMEI LANE,12,2011,Y,N,N,N,N,N,TAP,40,0,0,0,20,20,0,0,0,0,0,0,0,168A SIMEI LANE,1.32627271243233,103.922885287154
168B,PUNGGOL EAST,18,2007,Y,N,N,N,N,N,PG,68,0,0,0,68,0,0,0,0,0,0,0,0,168B PUNGGOL EAST,1.30672257350963,103.783524083089
168B,SIMEI LANE,12,2011,Y,N,N,N,N,N,TAP,40,0,0,0,20,20,0,0,0,0,0,0,0,168B SIMEI LANE,1.32465648439267,103.903243112164
168C,PUNGGOL FIELD,18,2012,Y,N,N,N,N,N,PG,67,0,0,0,51,16,0,0,0,0,0,0,0,168C PUNGGOL FIELD,1.31049160423204,103.79225696682
168C,SIMEI LANE,12,2011,Y,N,N,N,N,N,TAP,40,0,0,0,20,20,0,0,0,0,0,0,0,168C SIMEI LANE,1.36383191186374,103.890737667635
168D,PUNGGOL FIELD,18,2012,Y,Y,N,N,N,N,PG,64,0,0,0,64,0,0,0,0,0,0,0,0,168D PUNGGOL FIELD,1.28562459787443,103.825923251122
168D,SIMEI LANE,12,2011,Y,N,N,Y,N,N,TAP,60,0,0,0,0,60,0,0,0,0,0,0,0,168D SIMEI LANE,1.28811451810467,103.829040334276
169,BEDOK STH AVE 3,13,1984,Y,N,N,N,N,N,BD,96,0,0,0,96,0,0,0,0,0,0,0,0,169 BEDOK STH AVE 3,1.33405760108197,103.881366182682
169,BISHAN ST 13,4,1986,Y,N,N,N,N,N,BH,16,0,0,0,0,0,16,0,0,0,0,0,0,169 BISHAN ST 13,1.3349672085704,103.857205938309
169,BT BATOK WEST AVE 8,12,1984,Y,N,N,Y,N,N,BB,110,0,0,66,44,0,0,0,0,0,0,0,0,169 BT BATOK WEST AVE 8,1.30371588728852,103.915067020322
169,HOUGANG AVE 1,14,1996,Y,N,N,N,N,N,HG,123,0,0,0,97,26,0,0,0,0,0,0,0,169 HOUGANG AVE 1,1.29275007138267,103.799935877832
169,LOR 1 TOA PAYOH,12,1972,Y,N,N,Y,N,N,TP,131,0,0,118,0,1,0,0,0,0,0,12,0,169 LOR 1 TOA PAYOH,1.32378355041705,103.7385183842
169,STIRLING RD,16,1970,Y,Y,N,N,N,N,QT,199,0,0,198,0,1,0,0,0,0,0,0,0,169 STIRLING RD,1.27691594809877,103.821818722889
169,WOODLANDS ST 11,12,1984,Y,N,N,N,N,N,WL,66,0,0,0,0,66,0,0,0,0,0,0,0,169 WOODLANDS ST 11,1.28575479611863,103.832150774683
169A,PUNGGOL FIELD,18,2012,Y,N,N,N,N,N,PG,62,0,0,0,33,29,0,0,0,0,0,0,0,169A PUNGGOL FIELD,1.34300396183385,103.7147005948
169B,PUNGGOL FIELD,18,2012,Y,N,N,N,N,N,PG,67,0,0,0,67,0,0,0,0,0,0,0,0,169B PUNGGOL FIELD,1.38700703200166,103.891964770037
169C,PUNGGOL FIELD,18,2012,Y,N,N,N,N,N,PG,64,0,0,0,64,0,0,0,0,0,0,0,0,169C PUNGGOL FIELD,1.3870653779354,103.892735553222
17,BEACH RD,20,1974,Y,Y,N,N,N,N,KWN,76,0,0,0,76,0,0,0,0,0,0,0,0,17 BEACH RD,1.38726151170943,103.893007706343
17,CANTONMENT CL,30,2000,Y,N,N,N,N,N,BM,116,0,0,0,58,58,0,0,0,0,0,0,0,17 CANTONMENT CL,1.3260876838722,103.928232502969
17,DOVER CRES,30,2002,Y,N,N,N,N,N,QT,154,0,0,0,102,52,0,0,0,0,0,0,0,17 DOVER CRES,1.34326615072684,103.715411866571
17,EUNOS CRES,12,1976,Y,N,N,Y,N,N,GL,150,0,0,146,0,4,0,0,0,0,0,0,0,17 EUNOS CRES,1.34586253909028,103.747905760698
17,HOUGANG AVE 3,12,1977,Y,N,N,N,N,N,HG,132,0,0,110,22,0,0,0,0,0,0,0,0,17 HOUGANG AVE 3,1.32014419030202,103.763253531405
17,JLN TENTERAM,22,1999,Y,Y,N,N,N,N,KWN,133,0,0,0,97,36,0,0,0,0,0,0,0,17 JLN TENTERAM,1.35779540529821,103.88365310526
17,JOO SENG RD,13,1983,Y,N,N,Y,N,N,TP,152,0,0,0,152,0,0,0,0,0,0,0,0,17 JOO SENG RD,1.3364056697524,103.743075430286
17,LOR 7 TOA PAYOH,20,1970,Y,N,N,N,N,N,TP,320,0,0,320,0,0,0,0,0,0,0,0,0,17 LOR 7 TOA PAYOH,1.44270022874362,103.775436532502
17,MARINE TER,16,1974,Y,N,N,Y,N,N,MP,150,0,0,0,150,0,0,0,0,0,0,0,0,17 MARINE TER,1.37184315960331,103.775222401611
17,MARSILING LANE,14,1975,Y,N,N,N,N,N,WL,208,0,0,208,0,0,0,0,0,0,0,0,0,17 MARSILING LANE,1.35097779933054,103.873595480638
17,SENG POH RD,4,1949,Y,N,N,N,N,N,BM,16,0,0,12,4,0,0,0,0,0,0,0,0,17 SENG POH RD,1.34113803607795,103.850126597142
17,ST. GEORGE'S RD,4,1984,Y,N,N,N,N,N,KWN,16,0,0,0,16,0,0,0,0,0,0,0,0,17 ST. GEORGE'S RD,1.43064865606425,103.837996781156
17,TECK WHYE LANE,13,1980,Y,N,N,Y,N,N,CCK,120,0,0,0,120,0,0,0,0,0,0,0,0,17 TECK WHYE LANE,1.38900120327731,103.892763311784
17,TELOK BLANGAH CRES,30,2000,Y,N,N,N,N,N,BM,145,0,0,0,87,58,0,0,0,0,0,0,0,17 TELOK BLANGAH CRES,1.40008546365656,103.903535590833
17,TIONG BAHRU RD,4,1949,Y,N,N,N,N,N,BM,32,0,0,20,12,0,0,0,0,0,0,0,0,17 TIONG BAHRU RD,1.35326412445458,103.952607406963
17,TOH YI DR,14,1988,Y,N,N,N,N,N,BT,138,0,0,0,75,63,0,0,0,0,0,0,0,17 TOH YI DR,1.38831311571148,103.893923639861
17A,CIRCUIT RD,19,2015,Y,N,N,Y,N,N,GL,72,0,0,0,72,0,0,0,0,0,0,0,0,17A CIRCUIT RD,1.35345315769813,103.953009918868
17A,TELOK BLANGAH CRES,30,2000,Y,N,N,Y,N,N,BM,174,0,0,0,116,58,0,0,0,0,0,0,0,17A TELOK BLANGAH CRES,1.38728792771911,103.893598492628
17B,CIRCUIT RD,19,2015,Y,N,N,N,N,N,GL,108,0,0,0,108,0,0,0,0,0,0,0,0,17B CIRCUIT RD,1.3996843207221,103.903378057073
170,ANG MO KIO AVE 4,10,1980,Y,Y,N,Y,N,N,AMK,179,0,50,124,0,1,0,0,0,0,4,0,0,170 ANG MO KIO AVE 4,1.35292162536007,103.953858335355
170,BEDOK STH RD,12,1985,Y,N,N,Y,N,N,BD,88,0,0,0,48,40,0,0,0,0,0,0,0,170 BEDOK STH RD,1.36844644010937,103.844516260527
170,BISHAN ST 13,8,1986,Y,N,N,Y,N,N,BH,84,0,0,0,36,48,0,0,0,0,0,0,0,170 BISHAN ST 13,1.32565628436985,103.927990975389
170,BT BATOK WEST AVE 8,25,1985,Y,N,N,N,N,N,BB,144,0,0,0,48,96,0,0,0,0,0,0,0,170 BT BATOK WEST AVE 8,1.35509604100923,103.847244212734
170,GANGSA RD,22,1996,Y,N,N,N,N,N,BP,126,0,0,0,84,42,0,0,0,0,0,0,0,170 GANGSA RD,1.34378470716235,103.715093852955
170,HOUGANG AVE 1,14,1996,Y,N,N,Y,N,N,HG,91,0,0,0,39,52,0,0,0,0,0,0,0,170 HOUGANG AVE 1,1.3465978583575,103.748448437294
170,STIRLING RD,16,1970,Y,Y,N,N,N,N,QT,197,0,0,194,0,3,0,0,0,0,0,0,0,170 STIRLING RD,1.32069236445881,103.762714694971
170,WOODLANDS ST 11,12,1984,Y,N,N,N,N,N,WL,66,0,0,0,0,66,0,0,0,0,0,0,0,170 WOODLANDS ST 11,1.3886081297452,103.893259995509
170,YISHUN AVE 7,16,1986,Y,N,N,N,N,N,YS,90,0,0,0,30,60,0,0,0,0,0,0,0,170 YISHUN AVE 7,1.33676127826379,103.742966309322
170A,PUNGGOL FIELD,18,2012,Y,N,N,N,N,N,PG,67,0,0,0,51,16,0,0,0,0,0,0,0,170A PUNGGOL FIELD,1.37219171423657,103.77484799254
170B,PUNGGOL FIELD,18,2012,Y,N,N,N,N,N,PG,66,0,0,0,50,16,0,0,0,0,0,0,0,170B PUNGGOL FIELD,1.35160097991024,103.873747774097
170C,PUNGGOL FIELD,18,2012,Y,N,N,N,N,N,PG,62,0,0,0,33,29,0,0,0,0,0,0,0,170C PUNGGOL FIELD,1.35290528862856,103.952539174975
171,ANG MO KIO AVE 4,16,1981,Y,N,N,N,N,N,AMK,96,0,0,0,14,82,0,0,0,0,0,0,0,171 ANG MO KIO AVE 4,1.43066191912434,103.837334321945
171,BEDOK STH RD,12,1985,Y,N,N,Y,N,N,BD,88,0,0,0,48,40,0,0,0,0,0,0,0,171 BEDOK STH RD,1.38835985228693,103.893143243824
171,BISHAN ST 13,11,1986,Y,N,N,Y,N,N,BH,120,0,0,79,40,0,0,0,0,0,0,1,0,171 BISHAN ST 13,1.39966422309229,103.904495606279
171,BT BATOK WEST AVE 8,25,1984,Y,Y,N,N,N,N,BB,144,0,0,0,48,96,0,0,0,0,0,0,0,171 BT BATOK WEST AVE 8,1.39923478058822,103.904277542429
171,GANGSA RD,22,1996,Y,N,N,N,N,N,BP,126,0,0,0,84,42,0,0,0,0,0,0,0,171 GANGSA RD,1.38753228222895,103.892967111261
171,HOUGANG AVE 1,14,1996,Y,N,N,Y,N,N,HG,91,0,0,0,39,52,0,0,0,0,0,0,0,171 HOUGANG AVE 1,1.32574461342215,103.929194613757
171,LOR 1 TOA PAYOH,23,1994,Y,N,N,Y,N,N,TP,160,0,0,0,67,93,0,0,0,0,0,0,0,171 LOR 1 TOA PAYOH,1.35453674224831,103.847451973086
171,STIRLING RD,14,1970,Y,Y,N,N,N,N,QT,120,0,0,117,0,0,0,0,0,0,0,3,0,171 STIRLING RD,1.34413570974204,103.715657464606
171,WOODLANDS ST 11,10,1984,Y,N,N,Y,N,N,WL,119,0,0,0,112,0,7,0,0,0,0,0,0,171 WOODLANDS ST 11,1.3473325859581,103.748990389685
171,YISHUN AVE 7,13,1986,Y,Y,N,Y,N,N,YS,109,0,0,50,48,11,0,0,0,0,0,0,0,171 YISHUN AVE 7,1.38133728174881,103.749449671373
171A,EDGEDALE PLAINS,18,2002,Y,N,N,N,N,N,PG,116,0,0,0,58,58,0,0,0,0,0,0,0,171A EDGEDALE PLAINS,1.32077128251778,103.76231687576
