blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,Address,Latitude,Longitude
1,BEACH RD,16,1970,Y,Y,N,N,N,N,KWN,142,0,1,138,1,2,0,0,0,0,0,0,0,1 BEACH RD,1.3036713506088,103.864478660925
1,BEDOK STH AVE 1,14,1975,Y,N,N,Y,N,N,BD,206,0,0,204,0,2,0,0,0,0,0,0,0,1 BEDOK STH AVE 1,1.32085208689731,103.933721091441
1,CHAI CHEE RD,15,1982,Y,N,N,N,N,N,BD,102,0,0,0,10,92,0,0,0,0,0,0,0,1 CHAI CHEE RD,1.38854656229022,103.987804503483
1,CHANGI VILLAGE RD,4,1975,Y,Y,N,N,N,N,PRC,55,0,0,54,0,1,0,0,0,0,0,0,0,1 CHANGI VILLAGE RD,1.2920752508431,103.828584077626
1,DELTA AVE,25,1982,Y,N,N,N,N,N,BM,96,0,0,0,0,96,0,0,0,0,0,0,0,1 DELTA AVE,1.3025299473495,103.783271662459
1,DOVER RD,12,1975,Y,N,N,Y,N,N,QT,125,0,0,118,0,7,0,0,0,0,0,0,0,1 DOVER RD,1.27742654288695,103.840001188095
1,EVERTON PK,12,1980,Y,Y,N,N,N,N,BM,95,0,0,62,0,33,0,0,0,0,0,0,0,1 EVERTON PK,1.31129091152627,103.897703432652
1,GHIM MOH RD,15,1975,Y,N,N,Y,N,N,QT,220,0,0,216,0,4,0,0,0,0,0,0,0,1 GHIM MOH RD,1.28647148628638,103.808275089948
1,HAIG RD,15,1976,Y,N,N,Y,N,N,GL,219,0,0,214,0,5,0,0,0,0,0,0,0,1 HAIG RD,1.30355769675629,103.883796413118
1,HOUGANG AVE 3,14,1974,Y,N,N,Y,N,N,HG,204,0,0,200,0,4,0,0,0,0,0,0,0,1 HOUGANG AVE 3,1.35086712646948,103.875343939672
1,JLN BT MERAH,14,1974,Y,Y,N,N,N,N,BM,244,0,0,243,0,0,0,0,0,0,0,1,0,1 JLN BT MERAH,1.44067109860246,103.775739945213
1,KG KAYU RD,10,1963,Y,N,N,N,N,N,KWN,107,0,0,106,1,0,0,0,0,0,0,0,0,1 KG KAYU RD,1.31726629524359,103.806782877524
1,LOR 7 TOA PAYOH,11,1968,Y,N,N,N,N,N,TP,196,0,0,194,0,2,0,0,0,0,0,0,0,1 LOR 7 TOA PAYOH,1.32340263694069,103.86163080083
1,LOR LEW LIAN,14,1977,Y,N,N,Y,N,N,SGN,179,0,0,174,0,3,0,0,0,0,0,2,0,1 LOR LEW LIAN,1.38253882861956,103.751710905678
1,MARINE TER,25,1974,Y,Y,N,N,N,N,MP,96,0,0,0,0,96,0,0,0,0,0,0,0,1 MARINE TER,1.27945660077329,103.817897561986
1,MARSILING DR,11,1973,Y,N,N,Y,N,N,WL,159,0,0,158,0,1,0,0,0,0,0,0,0,1 MARSILING DR,1.27625903973354,103.842923496499
1,PINE CL,19,1998,Y,N,N,N,N,N,GL,156,0,0,0,100,56,0,0,0,0,0,0,0,1 PINE CL,1.27784271048219,103.840965923691
1,QUEEN'S RD,23,1974,Y,N,N,N,N,N,BT,88,0,0,0,0,88,0,0,0,0,0,0,0,1 QUEEN'S RD,1.27779940676005,103.841403430465
1,ST. GEORGE'S RD,12,1975,Y,N,N,Y,N,N,KWN,154,0,0,0,154,0,0,0,0,0,0,0,0,1 ST. GEORGE'S RD,1.27744909387079,103.841666679651
1,TECK WHYE AVE,13,1983,Y,N,N,N,N,N,CCK,118,0,0,68,48,0,2,0,0,0,0,0,0,1 TECK WHYE AVE,1.27662168427368,103.841156142262
1,TELOK BLANGAH CRES,16,1973,Y,Y,N,N,N,N,BM,148,0,0,146,0,2,0,0,0,0,0,0,0,1 TELOK BLANGAH CRES,1.27598699469414,103.841191762017
1,TG PAGAR PLAZA,24,1976,Y,Y,N,Y,N,N,CT,163,0,0,158,0,5,0,0,0,0,0,0,0,1 TG PAGAR PLAZA,1.27553229128302,103.841274606704
1,TOH YI DR,13,1987,Y,N,N,Y,N,N,BT,132,0,0,0,72,60,0,0,0,0,0,0,0,1 TOH YI DR,1.32228655863065,103.902720513959
1A,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1A CANTONMENT RD,1.28745837020188,103.832675765986
1B,CANTONMENT RD,50,2009,Y,N,N,N,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1B CANTONMENT RD,1.30915239429834,103.882242524292
1C,CANTONMENT RD,50,2009,Y,N,N,N,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1C CANTONMENT RD,1.30370879401395,103.850537238747
1D,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1D CANTONMENT RD,1.32374648815059,103.863412150847
1E,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1E CANTONMENT RD,1.38047054647235,103.755211077169
1F,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1F CANTONMENT RD,1.27773153190559,103.819769431353
1G,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1G CANTONMENT RD,1.33753956576433,103.773161066389
10,CHAI CHEE RD,15,1999,Y,Y,N,N,N,N,BD,84,0,0,0,56,28,0,0,0,0,0,0,0,10 CHAI CHEE RD,1.31547715332072,103.860312930116
10,EUNOS CRES,16,1977,Y,N,N,Y,N,N,GL,180,0,0,0,180,0,0,0,0,0,0,0,0,10 EUNOS CRES,1.28633684743341,103.829204757258
10,GLOUCESTER RD,14,1976,Y,N,N,Y,N,N,KWN,207,0,0,180,26,1,0,0,0,0,0,0,0,10 GLOUCESTER RD,1.33716136352623,103.858353639387
10,HAIG RD,13,1976,Y,Y,N,N,N,N,GL,133,0,0,133,0,0,0,0,0,0,0,0,0,10 HAIG RD,1.31584236197018,103.860644539729
10,HOLLAND AVE,14,1973,Y,N,N,N,N,N,QT,101,0,0,0,101,0,0,0,0,0,0,0,0,10 HOLLAND AVE,1.32209423564282,103.936223586082
10,JLN BT HO SWEE,10,1962,Y,N,N,N,N,N,BM,120,0,50,0,0,0,0,0,0,0,70,0,0,10 JLN BT HO SWEE,1.3217708591015,103.936326570445
10,JLN RUMAH TINGGI,4,1986,Y,N,N,N,N,N,BM,28,0,0,20,8,0,0,0,0,0,0,0,0,10 JLN RUMAH TINGGI,1.3216200934601,103.937040959341
10,JLN BATU,12,1966,Y,N,N,Y,N,N,KWN,132,0,0,0,8,97,27,0,0,0,0,0,0,10 JLN BATU,1.32221773472774,103.937001345916
10,JLN KUKOH,12,1970,Y,Y,N,Y,N,N,CT,92,0,72,16,4,0,0,0,0,0,0,0,0,10 JLN KUKOH,1.3343559340081,103.939032711241
10,JOO SENG RD,20,1982,Y,N,N,N,N,N,TP,76,0,0,0,0,76,0,0,0,0,0,0,0,10 JOO SENG RD,1.30770527644458,103.801272476263
10,LOR 7 TOA PAYOH,25,1997,Y,N,N,N,N,N,TP,96,0,0,0,68,28,0,0,0,0,0,0,0,10 LOR 7 TOA PAYOH,1.33956400517882,103.848585713817
10,MARSILING DR,22,1975,Y,Y,N,N,N,N,WL,84,0,0,0,0,84,0,0,0,0,0,0,0,10 MARSILING DR,1.32077947735201,103.854348739922
10,PINE CL,13,1981,Y,N,N,N,N,N,GL,120,0,0,72,48,0,0,0,0,0,0,0,0,10 PINE CL,1.32092275330579,103.883351967045
10,SELEGIE RD,10,1963,Y,Y,N,N,N,N,CT,48,0,0,48,0,0,0,0,0,0,0,0,0,10 SELEGIE RD,1.37026158388486,103.839467898898
10,ST. GEORGE'S RD,4,1984,Y,N,N,N,N,N,KWN,12,0,0,0,12,0,0,0,0,0,0,0,0,10 ST. GEORGE'S RD,1.32844913301985,103.909937396599
10,TECK WHYE AVE,12,1977,Y,N,N,Y,N,N,CCK,153,0,0,130,22,0,1,0,0,0,0,0,0,10 TECK WHYE AVE,1.334484667124,103.937924710969
10,TELOK BLANGAH CRES,10,1974,Y,Y,N,N,N,N,BM,66,0,0,65,0,1,0,0,0,0,0,0,0,10 TELOK BLANGAH CRES,1.34485915828152,103.848400765185
10,TOH YI DR,7,1988,Y,N,N,N,N,N,BT,36,0,0,0,0,0,36,0,0,0,0,0,0,10 TOH YI DR,1.27146256556443,103.825683545567
10A,BENDEMEER RD,40,2016,Y,N,N,N,N,N,KWN,220,0,0,71,149,0,0,0,0,0,0,0,0,10A BENDEMEER RD,1.32208936757694,103.76893341249
10A,BOON TIONG RD,40,2014,Y,N,N,Y,N,N,BM,228,0,0,76,152,0,0,0,0,0,0,0,0,10A BOON TIONG RD,1.37916431633637,103.767439286222
10B,BENDEMEER RD,40,2016,Y,N,N,N,N,N,KWN,184,0,0,70,114,0,0,0,0,0,0,0,0,10B BENDEMEER RD,1.32515983382087,103.910888819332
10B,BEDOK STH AVE 2,20,1994,Y,N,N,N,N,N,BD,56,0,0,0,0,0,56,0,0,0,0,0,0,10B BEDOK STH AVE 2,1.36705021516612,103.958181857039
10B,BOON TIONG RD,30,2014,Y,N,N,Y,N,N,BM,160,0,12,28,84,0,0,0,36,0,0,0,0,10B BOON TIONG RD,1.33315710123237,103.868380398922
10B,LOR 7 TOA PAYOH,25,1997,Y,N,N,N,N,N,TP,96,0,0,0,68,28,0,0,0,0,0,0,0,10B LOR 7 TOA PAYOH,1.38276428893595,103.899272035914
10C,BENDEMEER RD,40,2016,Y,N,N,N,N,N,KWN,220,0,0,71,149,0,0,0,0,0,0,0,0,10C BENDEMEER RD,1.37103631988089,103.870360910842
10C,BEDOK STH AVE 2,2,1994,Y,N,N,Y,N,N,BD,2,0,0,0,0,0,2,0,0,0,0,0,0,10C BEDOK STH AVE 2,1.34084991073361,103.951433717517
10D,BEDOK STH AVE 2,23,1994,Y,N,N,N,N,N,BD,84,0,0,0,0,0,84,0,0,0,0,0,0,10D BEDOK STH AVE 2,1.34739870794535,103.945292359327
10E,BEDOK STH AVE 2,21,1992,Y,N,N,N,N,N,BD,81,0,0,0,0,0,81,0,0,0,0,0,0,10E BEDOK STH AVE 2,1.37788964623982,103.754239909547
10F,BEDOK STH AVE 2,24,1992,Y,N,N,N,N,N,BD,67,0,0,0,0,0,67,0,0,0,0,0,0,10F BEDOK STH AVE 2,1.31942539040726,103.861087462608
100,BEDOK NTH AVE 4,14,1978,Y,N,N,N,N,N,BD,206,0,0,178,26,1,1,0,0,0,0,0,0,100 BEDOK NTH AVE 4,1.43598268540185,103.781932747463
100,C'WEALTH CRES,10,1964,Y,N,N,N,N,N,QT,75,0,9,61,5,0,0,0,0,0,0,0,0,100 C'WEALTH CRES,1.43053231016112,103.827618665577
100,LOR 1 TOA PAYOH,16,1968,Y,N,N,N,N,N,TP,192,0,0,192,0,0,0,0,0,0,0,0,0,100 LOR 1 TOA PAYOH,1.33685462167621,103.870996313693
100,WHAMPOA DR,25,1973,Y,N,N,N,N,N,KWN,96,0,0,0,96,0,0,0,0,0,0,0,0,100 WHAMPOA DR,1.45173892803325,103.83045410628
101,AH HOOD RD,25,1981,Y,N,N,N,N,N,KWN,96,0,0,0,0,96,0,0,0,0,0,0,0,101 AH HOOD RD,1.33974126719163,103.847264187382
101,ALJUNIED CRES,12,1977,Y,Y,N,N,N,N,GL,152,0,0,126,22,1,1,0,0,0,0,2,0,101 ALJUNIED CRES,1.3979461677694,103.905945136259
101,ANG MO KIO AVE 3,12,1977,Y,N,N,N,N,N,AMK,88,0,0,0,12,76,0,0,0,0,0,0,0,101 ANG MO KIO AVE 3,1.45166310353079,103.831174909166
101,BEDOK RESERVOIR RD,12,1985,Y,N,N,N,N,N,BD,110,0,0,0,16,94,0,0,0,0,0,0,0,101 BEDOK RESERVOIR RD,1.33959884500115,103.847605414427
101,BEDOK NTH AVE 4,13,1977,Y,N,N,Y,N,N,BD,168,0,35,0,0,0,0,0,0,0,133,0,0,101 BEDOK NTH AVE 4,1.39784715104396,103.906436071245
101,BISHAN ST 12,25,1986,Y,N,N,N,N,N,BH,92,0,0,0,0,84,8,0,0,0,0,0,0,101 BISHAN ST 12,1.39848478483582,103.90614388692
101,BT PURMEI RD,11,1982,Y,N,N,N,N,N,BM,140,0,0,89,50,0,0,0,0,0,0,1,0,101 BT PURMEI RD,1.3204390302197,103.882420433245
101,BT BATOK WEST AVE 6,13,1984,Y,N,N,N,N,N,BB,96,0,0,2,46,48,0,0,0,0,0,0,0,101 BT BATOK WEST AVE 6,1.37065009769471,103.839410339836
101,C'WEALTH CRES,10,1964,Y,N,N,N,N,N,QT,76,0,10,62,4,0,0,0,0,0,0,0,0,101 C'WEALTH CRES,1.32849187727623,103.90926515578
101,CLEMENTI ST 14,15,1984,Y,N,N,N,N,N,CL,112,0,0,0,18,94,0,0,0,0,0,0,0,101 CLEMENTI ST 14,1.3451431233477,103.847990805259
101,GANGSA RD,13,1986,Y,N,N,N,N,N,BP,60,0,0,0,0,0,60,0,0,0,0,0,0,101 GANGSA RD,1.34745833930547,103.747473341114
101,HENDERSON CRES,12,1967,Y,N,N,N,N,N,BM,96,0,0,0,96,0,0,0,0,0,0,0,0,101 HENDERSON CRES,1.27190842334423,103.826671653892
101,HOUGANG AVE 1,9,1983,Y,N,N,Y,N,N,HG,108,0,0,0,108,0,0,0,0,0,0,0,0,101 HOUGANG AVE 1,1.30782464878023,103.800629787177
101,JLN RAJAH,17,1980,Y,N,N,Y,N,N,KWN,128,0,0,0,128,0,0,0,0,0,0,0,0,101 JLN RAJAH,1.32228557225905,103.769201884359
101,JURONG EAST ST 13,16,1982,Y,N,N,Y,N,N,JE,238,0,0,196,40,2,0,0,0,0,0,0,0,101 JURONG EAST ST 13,1.37910762831305,103.768153816778
101,LENGKONG TIGA,4,1988,Y,N,N,N,N,N,BD,10,0,0,0,0,0,10,0,0,0,0,0,0,101 LENGKONG TIGA,1.290366187147,103.82157708445
101,PASIR RIS ST 12,13,1988,Y,N,N,N,N,N,PRC,96,0,0,0,0,0,96,0,0,0,0,0,0,101 PASIR RIS ST 12,1.35496446293882,103.890855054687
101,POTONG PASIR AVE 1,16,1984,Y,N,N,N,N,N,TP,120,0,0,120,0,0,0,0,0,0,0,0,0,101 POTONG PASIR AVE 1,1.3278687431847,103.844209602863
101,RIVERVALE WALK,17,1998,Y,N,N,Y,N,N,SK,131,0,0,0,56,75,0,0,0,0,0,0,0,101 RIVERVALE WALK,1.33609657873553,103.738219191663
101,SERANGOON NTH AVE 1,13,1984,Y,N,N,N,N,N,SGN,144,0,0,0,144,0,0,0,0,0,0,0,0,101 SERANGOON NTH AVE 1,1.32557930714658,103.91065754789
101,SIMEI ST 1,11,1988,Y,N,N,Y,N,N,TAP,140,0,0,0,88,52,0,0,0,0,0,0,0,101 SIMEI ST 1,1.36748427336516,103.958041055125
101,SPOTTISWOODE PK RD,20,1973,Y,N,N,N,N,N,BM,76,0,0,0,76,0,0,0,0,0,0,0,0,101 SPOTTISWOODE PK RD,1.3336901273759,103.868810587506
101,TAMPINES ST 11,11,1981,Y,N,N,Y,N,N,TAP,120,0,0,80,40,0,0,0,0,0,0,0,0,101 TAMPINES ST 11,1.38180761026047,103.900893229708
101,TECK WHYE LANE,13,1988,Y,N,N,N,N,N,CCK,66,0,0,0,0,0,66,0,0,0,0,0,0,101 TECK WHYE LANE,1.37084327297737,103.871153606719
101,TOWNER RD,4,1982,Y,Y,N,N,N,N,KWN,44,0,0,44,0,0,0,0,0,0,0,0,0,101 TOWNER RD,1.34134724976252,103.951355074928
101,WHAMPOA DR,25,1973,Y,Y,N,N,N,N,KWN,96,0,0,0,96,0,0,0,0,0,0,0,0,101 WHAMPOA DR,1.27472973036659,103.836235490003
101,WOODLANDS ST 13,10,1984,Y,N,N,Y,N,N,WL,146,0,0,89,55,2,0,0,0,0,0,0,0,101 WOODLANDS ST 13,1.34671616267656,103.945521388285
101,YISHUN AVE 5,4,1977,Y,Y,N,N,N,N,YS,107,0,0,94,12,1,0,0,0,0,0,0,0,101 YISHUN AVE 5,1.377082841385,103.754394432037
101A,BIDADARI PK DR,16,2020,Y,N,N,N,N,N,TP,295,0,86,91,118,0,0,0,0,0,0,0,0,101A BIDADARI PK DR,1.32058609456907,103.862002015145
101A,CANBERRA ST,15,2019,Y,N,N,N,N,N,SB,164,0,0,0,84,80,0,0,0,0,0,0,0,101A CANBERRA ST,1.43608294925148,103.781199565987
101A,LOR 2 TOA PAYOH,17,1992,Y,N,N,N,N,N,TP,64,0,0,0,0,0,64,0,0,0,0,0,0,101A LOR 2 TOA PAYOH,1.33735590005967,103.871390657454
101A,PUNGGOL FIELD,16,2001,Y,N,N,N,N,N,PG,82,0,0,0,26,56,0,0,0,0,0,0,0,101A PUNGGOL FIELD,1.45119390519494,103.832227554636
101B,CANBERRA ST,16,2019,Y,N,N,N,N,N,SB,240,0,150,30,60,0,0,0,0,0,0,0,0,101B CANBERRA ST,1.39883318313425,103.905783553043
101B,LOR 2 TOA PAYOH,13,1992,Y,N,N,N,N,N,TP,48,0,0,0,0,0,48,0,0,0,0,0,0,101B LOR 2 TOA PAYOH,1.33622045424375,103.871847066518
101B,PUNGGOL FIELD,17,2001,Y,N,N,Y,N,N,PG,92,0,0,0,0,92,0,0,0,0,0,0,0,101B PUNGGOL FIELD,1.45123970424367,103.83143636512
101C,PUNGGOL FIELD,17,2001,Y,Y,N,Y,N,N,PG,86,0,0,0,0,86,0,0,0,0,0,0,0,101C PUNGGOL FIELD,1.39848070795436,103.905249752459
101D,PUNGGOL FIELD,17,2001,Y,N,N,N,N,N,PG,85,0,0,0,28,57,0,0,0,0,0,0,0,101D PUNGGOL FIELD,1.37101657804604,103.839304839187
102,ALJUNIED CRES,12,1977,Y,N,N,Y,N,N,GL,150,0,0,124,22,3,1,0,0,0,0,0,0,102 ALJUNIED CRES,1.33348258777759,103.937542520091
102,ANG MO KIO AVE 3,12,1977,Y,N,N,Y,N,N,AMK,88,0,0,0,66,22,0,0,0,0,0,0,0,102 ANG MO KIO AVE 3,1.32877022232019,103.909381354431
102,BEDOK RESERVOIR RD,4,1985,Y,N,N,N,N,N,BD,24,0,0,16,8,0,0,0,0,0,0,0,0,102 BEDOK RESERVOIR RD,1.34551249132105,103.848314162387
102,BEDOK NTH AVE 4,14,1976,Y,N,N,N,N,N,BD,149,0,0,116,26,2,5,0,0,0,0,0,0,102 BEDOK NTH AVE 4,1.34822368204242,103.748034526478
102,BISHAN ST 12,25,1986,Y,N,N,N,N,N,BH,92,0,0,0,0,84,8,0,0,0,0,0,0,102 BISHAN ST 12,1.27208558524996,103.825495615402
102,BT BATOK WEST AVE 6,13,1984,Y,N,N,N,N,N,BB,96,0,0,2,46,48,0,0,0,0,0,0,0,102 BT BATOK WEST AVE 6,1.32258854750628,103.769176205799
102,BT PURMEI RD,10,1983,Y,N,N,Y,N,N,BM,147,0,0,93,54,0,0,0,0,0,0,0,0,102 BT PURMEI RD,1.37867070821171,103.768538440957
102,C'WEALTH CRES,10,1964,Y,N,N,N,N,N,QT,95,0,10,80,5,0,0,0,0,0,0,0,0,102 C'WEALTH CRES,1.28974209684545,103.821375681569
102,CLEMENTI ST 14,4,1984,Y,N,N,N,N,N,CL,8,0,0,0,0,0,8,0,0,0,0,0,0,102 CLEMENTI ST 14,1.32734143333539,103.852780650365
102,GANGSA RD,10,1986,Y,N,N,N,N,N,BP,90,0,0,54,36,0,0,0,0,0,0,0,0,102 GANGSA RD,1.32585546338587,103.910598910975
102,HENDERSON CRES,14,1967,Y,N,N,N,N,N,BM,140,0,0,0,140,0,0,0,0,0,0,0,0,102 HENDERSON CRES,1.36769508123853,103.958404209993
102,HOUGANG AVE 1,13,1983,Y,Y,N,N,N,N,HG,90,0,0,19,71,0,0,0,0,0,0,0,0,102 HOUGANG AVE 1,1.33411338676706,103.86952371664
102,JLN DUSUN,25,1981,Y,N,N,N,N,N,KWN,96,0,0,0,0,96,0,0,0,0,0,0,0,102 JLN DUSUN,1.38291146712108,103.901208583313
102,JLN RAJAH,12,1980,Y,Y,N,N,N,N,KWN,198,0,0,0,198,0,0,0,0,0,0,0,0,102 JLN RAJAH,1.37065548702787,103.870268931156
102,JURONG EAST ST 13,12,1981,Y,N,N,N,N,N,JE,196,0,0,172,22,2,0,0,0,0,0,0,0,102 JURONG EAST ST 13,1.27466096925721,103.835279824837
102,LENGKONG TIGA,14,1988,Y,N,N,N,N,N,BD,73,0,0,0,22,51,0,0,0,0,0,0,0,102 LENGKONG TIGA,1.34769662535556,103.946229920882
102,PASIR RIS ST 12,13,1988,Y,N,N,N,N,N,PRC,96,0,0,0,54,42,0,0,0,0,0,0,0,102 PASIR RIS ST 12,1.37713078246274,103.753555993761
102,POTONG PASIR AVE 1,16,1983,Y,Y,N,Y,N,N,TP,167,0,0,144,20,0,3,0,0,0,0,0,0,102 POTONG PASIR AVE 1,1.32064381512285,103.861634081148
102,RIVERVALE WALK,17,1998,Y,N,N,Y,N,N,SK,129,0,0,0,0,0,129,0,0,0,0,0,0,102 RIVERVALE WALK,1.43136934951878,103.828892847163
102,SERANGOON NTH AVE 1,4,1984,Y,N,N,N,N,N,SGN,24,0,0,16,8,0,0,0,0,0,0,0,0,102 SERANGOON NTH AVE 1,1.33560960429896,103.871727597314
102,SIMEI ST 1,11,1988,Y,N,N,Y,N,N,TAP,100,0,0,0,64,36,0,0,0,0,0,0,0,102 SIMEI ST 1,1.45103006132424,103.830534008712
102,SPOTTISWOODE PK RD,20,1973,Y,Y,N,N,N,N,BM,76,0,0,0,76,0,0,0,0,0,0,0,0,102 SPOTTISWOODE PK RD,1.28070197642689,103.813353428682
102,TAMPINES ST 11,11,1982,Y,N,N,N,N,N,TAP,140,0,0,90,50,0,0,0,0,0,0,0,0,102 TAMPINES ST 11,1.39825531783982,103.904753996381
102,TECK WHYE LANE,9,1988,Y,N,N,N,N,N,CCK,64,0,0,0,36,28,0,0,0,0,0,0,0,102 TECK WHYE LANE,1.33508945420373,103.871337279805
102,TOWNER RD,4,1983,Y,Y,N,N,N,N,KWN,36,0,0,36,0,0,0,0,0,0,0,0,0,102 TOWNER RD,1.45056599465441,103.831238741555
102,WOODLANDS ST 13,12,1984,Y,N,N,Y,N,N,WL,110,0,0,65,45,0,0,0,0,0,0,0,0,102 WOODLANDS ST 13,1.28073692384594,103.813135678562
102A,BIDADARI PK DR,16,2020,Y,N,N,N,N,Y,TP,205,0,66,0,139,0,0,0,0,0,0,0,0,102A BIDADARI PK DR,1.39726660845387,103.90453836308
102A,CANBERRA ST,17,2019,Y,N,N,N,N,N,SB,190,0,0,0,94,96,0,0,0,0,0,0,0,102A CANBERRA ST,1.32006886595229,103.882818111651
102A,DEPOT RD,21,2016,Y,N,N,Y,N,N,BM,114,0,39,0,0,0,0,0,75,0,0,0,0,102A DEPOT RD,1.32924536652386,103.909923721507
102A,PUNGGOL FIELD,17,2001,Y,N,N,N,N,N,PG,85,0,0,0,28,57,0,0,0,0,0,0,0,102A PUNGGOL FIELD,1.3332985212474,103.936601473643
102B,BIDADARI PK DR,16,2020,Y,N,N,N,N,N,TP,200,0,0,52,148,0,0,0,0,0,0,0,0,102B BIDADARI PK DR,1.34899500255547,103.747258218606
102B,CANBERRA ST,16,2019,Y,N,N,N,N,N,SB,210,0,180,30,0,0,0,0,0,0,0,0,0,102B CANBERRA ST,1.27239853587858,103.825625504182
102B,PUNGGOL FIELD,17,2001,Y,N,N,N,N,N,PG,86,0,0,0,0,86,0,0,0,0,0,0,0,102B PUNGGOL FIELD,1.32294968512724,103.769189152266
102C,PUNGGOL FIELD,17,2000,Y,N,N,N,N,N,PG,92,0,0,0,0,92,0,0,0,0,0,0,0,102C PUNGGOL FIELD,1.2893692748935,103.821538089569
102D,PUNGGOL FIELD,16,2001,Y,N,N,N,N,N,PG,82,0,0,0,26,56,0,0,0,0,0,0,0,102D PUNGGOL FIELD,1.35478438666054,103.890318475929
103,AH HOOD RD,25,1981,Y,N,N,N,N,N,KWN,96,0,0,0,0,96,0,0,0,0,0,0,0,103 AH HOOD RD,1.32842530547543,103.844142365034
103,ANG MO KIO AVE 3,12,1977,Y,N,N,Y,N,N,AMK,131,0,0,97,33,1,0,0,0,0,0,0,0,103 ANG MO KIO AVE 3,1.33658465311802,103.737623303842
103,BEDOK NTH AVE 4,14,1976,Y,N,N,Y,N,N,BD,154,0,0,126,26,0,2,0,0,0,0,0,0,103 BEDOK NTH AVE 4,1.32563496745023,103.909815198327
103,BEDOK RESERVOIR RD,12,1985,Y,Y,N,N,N,N,BD,154,0,0,88,66,0,0,0,0,0,0,0,0,103 BEDOK RESERVOIR RD,1.36795278578738,103.958702642513
103,BISHAN ST 12,25,1986,Y,N,N,N,N,N,BH,92,0,0,0,0,84,8,0,0,0,0,0,0,103 BISHAN ST 12,1.3343391689203,103.869158899303
103,BT BATOK CTRL,13,1984,Y,N,N,Y,N,N,BB,96,0,0,4,44,48,0,0,0,0,0,0,0,103 BT BATOK CTRL,1.38262745864985,103.900929877213
103,BT PURMEI RD,11,1982,Y,Y,N,N,N,N,BM,119,0,0,68,50,1,0,0,0,0,0,0,0,103 BT PURMEI RD,1.37059316193953,103.871086801722
103,CLEMENTI ST 14,14,1984,Y,N,N,N,N,N,CL,104,0,0,0,18,86,0,0,0,0,0,0,0,103 CLEMENTI ST 14,1.37708162127187,103.752870448301
103,GANGSA RD,4,1986,Y,Y,N,N,N,N,BP,26,0,0,19,7,0,0,0,0,0,0,0,0,103 GANGSA RD,1.3207995912383,103.853327785421
103,HENDERSON CRES,14,1967,Y,N,N,N,N,N,BM,140,0,0,0,140,0,0,0,0,0,0,0,0,103 HENDERSON CRES,1.43646587087026,103.781576865168
103,HOUGANG AVE 1,13,1983,Y,N,N,N,N,N,HG,81,0,0,0,30,51,0,0,0,0,0,0,0,103 HOUGANG AVE 1,1.37182700854497,103.838803655863
103,JLN RAJAH,25,1983,Y,N,N,N,N,N,KWN,144,0,0,0,48,96,0,0,0,0,0,0,0,103 JLN RAJAH,1.33532197788922,103.870933993338
103,JURONG EAST ST 13,25,1982,Y,N,N,N,N,N,JE,96,0,0,0,0,96,0,0,0,0,0,0,0,103 JURONG EAST ST 13,1.45035225780871,103.832262400576
103,LENGKONG TIGA,14,1988,Y,N,N,N,N,N,BD,73,0,0,0,22,51,0,0,0,0,0,0,0,103 LENGKONG TIGA,1.28045561330579,103.812317740785
103,PASIR RIS ST 12,13,1988,Y,N,N,N,N,N,PRC,96,0,0,0,54,42,0,0,0,0,0,0,0,103 PASIR RIS ST 12,1.37151151416054,103.838458787545
103,POTONG PASIR AVE 1,4,1983,Y,N,N,N,N,N,TP,63,0,0,62,0,0,1,0,0,0,0,0,0,103 POTONG PASIR AVE 1,1.45007421711069,103.831377046227
103,RIVERVALE WALK,17,1998,Y,N,N,Y,N,N,SK,123,0,0,0,0,0,123,0,0,0,0,0,0,103 RIVERVALE WALK,1.28049143987378,103.812100811742
103,SERANGOON NTH AVE 1,13,1984,Y,N,N,Y,N,N,SGN,144,0,0,0,144,0,0,0,0,0,0,0,0,103 SERANGOON NTH AVE 1,1.39660886204199,103.905303792463
103,SPOTTISWOODE PK RD,25,1976,Y,N,N,N,N,N,BM,94,0,0,0,0,92,2,0,0,0,0,0,0,103 SPOTTISWOODE PK RD,1.44970999451163,103.831775965127
103,TAMPINES ST 11,10,1982,Y,N,N,N,N,N,TAP,126,0,0,72,54,0,0,0,0,0,0,0,0,103 TAMPINES ST 11,1.44985632437762,103.83236697954
